MID	state	page	role	content	ps	book
777	40	249	罔舍	你著不當給我拖落橋腳去喲!	NULL	邱罔舍第二部
778	40	249	阿田	bue7 啦, 喝來!	NULL	邱罔舍第二部
779	40	249	罔舍	哇, 我無法哩啊!	NULL	邱罔舍第二部
780	40	249	阿田	bue7 用得, 你給我放滯橋頂, 要將會用得! 過來!	NULL	邱罔舍第二部
781	40	248	阿田	喂, 退倒轉去!	NULL	邱罔舍第二部
782	41	251	喜雀	好啦, 你不免煩惱, 我斂邊就轉來......	NULL	邱罔舍第二部
783	41	251	雀父	喜雀啊, 聽見講, 清國 thai5 輸日本, 要將台灣割乎 in7, 拍算這去台灣會較亂, 你出去就較仔細咧噢, 外面歹人是真 tsue7......	NULL	邱罔舍第二部
784	42	252	乙	[ff], 今要安怎?	NULL	邱罔舍第二部
785	42	252	丙	咱起來給伊抵抗!	NULL	邱罔舍第二部
786	42	252	丁	抵抗要創啥? 乎滿仔蕃管, 抑合乎日本蕃仔管, 敢不是同款!	NULL	邱罔舍第二部
787	42	252	甲	彼有影, 清國是咱的祖國, 日本是蕃邦, 咱怎樣來乎蕃仔管?	NULL	邱罔舍第二部
788	42	252	丁	同款嘛! 咱肯乎滿仔管, 抑合日本仔管, 差賴 tsue7 ? 要我嚕, 我還較冊滿仔蕃! 日本要會得將清朝打乎倒翹翹, 我上痛!	NULL	邱罔舍第二部
789	42	252	丙	咱 bue7 曉趁這個機會起來獨立, 埋乎滿清蕃管, 也埋乎日本仔管.	NULL	邱罔舍第二部
790	42	253	丁	著啦, 若安呢道有影!	NULL	邱罔舍第二部
791	42	253	甲	喂, 邱仔罔舍, 你講彼熬惘, 等候日本仔若來, 你正去給日本仔惘中U仔看覓咧!	NULL	邱罔舍第二部
792	42	253	罔舍	國家興亡, 匹夫有責, 這滿不是會使你講惘的時瞬, 我正出來要聽您大家的意見, 您想安怎?	NULL	邱罔舍第二部
793	42	253	乙	唉噢, 罔的今仔日擱甲平常時無同款噢!	NULL	邱罔舍第二部
794	42	253	丁	抑無你想安怎?	NULL	邱罔舍第二部
795	42	253	罔舍	我想台灣應該愛獨立, 聽見講, 台灣巡府唐景崧以及劉永福, 邱逢甲 in7, 正胾籌備組織台灣民主扣M國, 咱應該起來擁?in7, 響應 in7 正著.......	NULL	邱罔舍第二部
796	42	253	丙	著! 邱罔舍, 今仔日無抵惘! 但是邱先生, 要安怎擁齬T應 in7 呢?	NULL	邱罔舍第二部
797	42	253	罔舍	咱來募捐集軍資金, 買軍器, 組汁義勇軍起來合日本軍抵抗!	NULL	邱罔舍第二部
798	42	253	乙	到底讀冊人較有辦法, 抑若安呢, 要抵冬時做起?	NULL	邱罔舍第二部
799	42	254	罔舍	這時瞬時開始募捐, 開始募集義勇軍! 要參加的人 gia5 手!	NULL	邱罔舍第二部
800	42	254	趙龍	你們幹什麼?	NULL	邱罔舍第二部
801	42	254	拳師	阮抵募軍資要抗日.	NULL	邱罔舍第二部
802	42	254	趙龍	抗日是官廳辦的事情, 不准你們募捐, 本縣府也正派本官來徵收抗日臨時特別稅, 將這兒都沒收起來! 喂, 本官不追究你們的非法行為, 大家感恩散開, 都走! 又, 喂, 你們挨戶抽查, 凡有錢的取錢, 無錢的取貨, 立刻開始行動.	NULL	邱罔舍第二部
803	42	254	丁	in7 娘哩, 講啥貨不追究咱們的非法行動, 叫咱走, in7 正要用搶的!	NULL	邱罔舍第二部
804	42	254	趙龍	胡說! 你敢反抗, 打死你!	NULL	邱罔舍第二部
805	42	255	趙龍	我們是要抗日保襲A們的生命財產!	NULL	邱罔舍第二部
806	42	252	甲	喂, 聽見講, 台灣講要割乎日本仔!	NULL	邱罔舍第二部
807	43	255	店主	無啦, 要泰討有彼 tsue7 錢?!	NULL	邱罔舍第二部
808	43	255	兵乙	叫你拿出來, 你不拿, 打死你, 我們自己拿!	NULL	邱罔舍第二部
809	43	255	兵甲	喂, 你們這間要給你們抽抗日稅丹囧熐l!	NULL	邱罔舍第二部
810	44	256	文官乙	聽說唐景崧, 邱逢甲他們已組織了台灣民主扣M國, 要抗戰到底......	NULL	邱罔舍第二部
811	44	256	薛剛	那是大傻瓜! 我們舉國和日本打, 還打不過他們, 唐景崧等人憑什麼要打? 那是騙人的!	NULL	邱罔舍第二部
812	44	256	知縣	不不! 咱們也必須主張抗日, 藉抗日的名堂才能徵收軍資金, 徵用民間的資財, 若不然咱們要空手回祖國去麼?	NULL	邱罔舍第二部
813	44	256	文官	對! 很對! 偺們要主張抗日到底!	NULL	邱罔舍第二部
814	44	256	薛剛	大人深謀遠慮, 萬不及也!	NULL	邱罔舍第二部
815	44	256	文官甲	大人, 回國的船都預備好了, 已經派兵保守著.	NULL	邱罔舍第二部
816	44	257	知縣	那末這幾天要盡量搶......不不, 盡量徵收民間資財, 帶回祖國, 切不留給日寇用!	NULL	邱罔舍第二部
817	44	257	薛剛	大人, 聽說邱厝庄有個小姑娘很漂亮, 這個......留給日本鬼子用, 未免太可惜, 我想應當徵用......	NULL	邱罔舍第二部
818	44	257	知縣	對, 應當徵用, 可是不能私藏啊......	NULL	邱罔舍第二部
819	44	257	薛剛	是......那末我先告辭......	NULL	邱罔舍第二部
820	44	257	知縣	此人丰穻n色, 不會打仗, 只會打色!	NULL	邱罔舍第二部
821	44	256	知縣	聽說日本軍快要來接收台灣了, 咱們趕緊得要走!	NULL	邱罔舍第二部
822	45	258	喜雀	我也無犯大誌, 叫我去縣府創啥?	NULL	邱罔舍第二部
823	45	258	薛剛	不是犯了什麼事, 只是要請你說話, 請你撥刈I工夫......即時就能夠回來......	NULL	邱罔舍第二部
824	45	258	喜雀	有話滯這兒講, 我不去!	NULL	邱罔舍第二部
825	45	259	薛剛	你真的不去麼?	NULL	邱罔舍第二部
826	45	259	喜雀	不去!	NULL	邱罔舍第二部
827	45	259	薛剛	好, 不是抓你! 來, 給她抓起來!	NULL	邱罔舍第二部
828	45	259	喜雀	阿爸! 救命! 阿爸! 救命!	NULL	邱罔舍第二部
829	45	258	薛剛	我奉縣太爺命, 要請你到縣府去.	NULL	邱罔舍第二部
830	47	260	雀父	我我, 我是這個查某囝仔的老父, 你你是安怎掠阮的查某子?	NULL	邱罔舍第二部
831	47	260	薛剛	沒事, 你放心, 只要問幾句話就放她回來......	NULL	邱罔舍第二部
832	47	260	喜雀	阿爸, 我不去啦!	NULL	邱罔舍第二部
833	47	260	雀父	查某囝仔人, 無大無誌, 你掠伊安怎? 救命啊!	NULL	邱罔舍第二部
834	47	260	薛剛	你不知道您小姐參加陰謀叛亂, 你老混蛋!	NULL	邱罔舍第二部
835	47	261	罔舍	老阿伯, 是安怎是 [jj] ?	NULL	邱罔舍第二部
836	47	261	阿通	伊查某子去乎官兵掠去啦......	NULL	邱罔舍第二部
837	47	261	罔舍	哈啊, 去乎官兵掠去! 啥貨仔官兵, 是安怎?! 掠致 to7 位去?	NULL	邱罔舍第二部
838	47	261	阿通	掠致彼屏去, 講伊參加陰謀叛亂啦......	NULL	邱罔舍第二部
839	47	261	罔舍	師父你追去看覓咧, 只探聽消息就好, 不當動武力, 我自然有方法去救伊.	NULL	邱罔舍第二部
840	47	261	罔舍	阿伯, 你不免煩惱, 我的確會救伊轉來.	NULL	邱罔舍第二部
841	47	260	薛剛	你幹什麼的, 你是誰?	NULL	邱罔舍第二部
842	48	262	拳師	喜雀的去處, 已經知影啊, 無帶去縣府, 也無帶去副千總 in7 厝, 是掠去寄置叫做朱明的厝, 寄好, 伊就轉去 in7 厝哩啦!	NULL	邱罔舍第二部
843	48	262	罔舍	安呢, 我知影啊, 伊無煮去縣府, 是假公濟私, 假縣府的令來掠人; 無 tsua7 去 in7 厝, 是驚某, 不敢乎 in7 某知影. 既然安呢, 伊合知縣自然會發生疑忌, 咱可以利用這個機會, 去對付 in7. 先進, 學魚二兄請您二位帶十名兵, 趁薛剛無第咧的時瞬去搶救喜雀, 抑師父你去縣府報知縣	NULL	邱罔舍第二部
844	48	262	罔舍	講喜雀已經被副千總掠去置 in7 厝裡, 極力煽動伊去合副千總相爭, 咱正來跂高山看馬相踢! 又阿三, 阿明, 您去裝備我做的大炮, 準備當好用!	NULL	邱罔舍第二部
845	48	262	罔舍	林獅, 何虎二兄央暗召集義軍來我這兒, 準備檢閱, 先進, 學魚二兄替我開放粟倉, 連我阿伯, 阿叔的攏開放!	NULL	邱罔舍第二部
846	49	263	拳師	我來要給知縣稟報介絲札鰼K的大誌.	NULL	邱罔舍第二部
847	49	263	守衛	你等咧! 你叫做什麼名字, 幹什麼的?	NULL	邱罔舍第二部
848	49	263	拳師	我是副千總家裡的武術教導, 有機密事項.	NULL	邱罔舍第二部
849	49	264	知縣	你有什麼事啊?	NULL	邱罔舍第二部
850	49	264	拳師	副千總夫人叫我來給大人稟報介竣j誌.	NULL	邱罔舍第二部
851	49	264	知縣	什麼事?	NULL	邱罔舍第二部
852	49	264	泉師	公堂難言, 請 [uu] 去左右.	NULL	邱罔舍第二部
853	49	264	知縣	左右暫退! 教導平身.	NULL	邱罔舍第二部
854	49	264	拳師	薛剛夫人叫我稟報大人知情, 副千總已經掠五茯d某囝仔叫做喜雀, 這瞬監禁治 in7 厝裡, 請問大人這個查某囝仔是有犯啥大誌, 抑或是伊有野心, 故意掠的?	NULL	邱罔舍第二部
855	49	264	知縣	本縣不知這件事情, 叫他將喜雀移交過來好了.	NULL	邱罔舍第二部
856	49	264	拳師	薛剛若肯彼簡單移交過來, 自頭啊就送到縣府來啊, 何必掠去藏滯 in7 兜裡.	NULL	邱罔舍第二部
857	49	264	知縣	所謂喜雀長得那麼漂亮麼?	NULL	邱罔舍第二部
858	49	264	拳師	彼也煞著講? 無水伊那著安呢做! 伊彼親像西施, 是絕左漪H你知莫!	NULL	邱罔舍第二部
859	49	265	知縣	好, 薛剛好大膽, 敢掠良家子女, 敗壞官府威信, 左班頭, 叫趙千總來!	NULL	邱罔舍第二部
860	49	265	左班頭	是.	NULL	邱罔舍第二部
861	49	265	拳師	若無趕緊去, 會去乎走去, 這滿派兵去, 伊的確會諍無, 內面著愛加檢查, 詳細搜查予w有的.	NULL	邱罔舍第二部
862	49	265	知縣	好, 知道了.	NULL	邱罔舍第二部
863	49	265	趙龍	趙龍在此, 有何指使?	NULL	邱罔舍第二部
864	49	265	知縣	嗯, 趙千總, 請你帶五十名兵去副千總薛家, 找五茪痐k名叫喜雀, 務必即刻帶回, 凡抗拒者, 格殺勿論!	NULL	邱罔舍第二部
865	49	265	趙龍	遵命!	NULL	邱罔舍第二部
866	49	263	守衛	你幹什麼麼?!	NULL	邱罔舍第二部
867	52	267	學魚	你是這家的啥人, 你叫做朱明是莫?	NULL	邱罔舍第二部
868	52	267	朱明	是, 我是朱明, 不知你有啥大誌?	NULL	邱罔舍第二部
869	52	267	學魚	薛剛寄置你這兒的查某囝仔叫做喜雀, 你趕緊 tsua7 出來, 若無抄家滅族!	NULL	邱罔舍第二部
870	52	267	朱明	嚶嚶, 你那會知影? 無無, 無置這兒......	NULL	邱罔舍第二部
871	52	267	先進	你還不老實講?	NULL	邱罔舍第二部
872	52	267	朱明	這兒是副千總的別墅, 啥人敢來這兒吵鬧? 唉, 你不抵無愛命?!	NULL	邱罔舍第二部
873	52	267	先進	明其知影正來, 你抵加講話! 薛剛罪惡滿貫, 已經斬掉去啊, 你還不快講!?	NULL	邱罔舍第二部
874	52	267	朱明	哈啊! 已經斬掉去啊!	NULL	邱罔舍第二部
875	52	267	學魚	是, 快講!	NULL	邱罔舍第二部
876	52	267	朱明	你是要創啥是莫?	NULL	邱罔舍第二部
877	53	268	薛妻	真是辛苦! 明天去不行麼?	NULL	邱罔舍第二部
878	53	268	薛剛	不行, 我們後天要上船, 這時公事忙得不得了, 馬上得去!	NULL	邱罔舍第二部
879	53	268	趙龍	奉縣太爺命, 特來請副千總上府.	NULL	邱罔舍第二部
880	53	268	薛剛	有什麼不對!	NULL	邱罔舍第二部
881	53	268	趙龍	不知道, 縣爺並命把丹鴠s喜雀的小姑娘同時帶去.	NULL	邱罔舍第二部
882	53	269	薛剛	這個叫喜雀的小姑娘, 今天沒有抓著!	NULL	邱罔舍第二部
883	53	269	趙龍	你還是趕緊交出來好, 不然我們就要搜索!	NULL	邱罔舍第二部
884	53	269	薛剛	不得無禮! 我的家是不能隨便搜索的......	NULL	邱罔舍第二部
885	53	269	趙龍	你算被捕了, 奉命沒有辦法, 對不起, 喂, 眾軍士搜索府宅, 找出喜雀來!	NULL	邱罔舍第二部
886	53	269	薛剛	我的家不能受侵犯, 我說沒有就沒有, 我跟你丹P上縣府去好了......	NULL	邱罔舍第二部
887	53	269	趙龍	不行, 予w要搜查!	NULL	邱罔舍第二部
888	53	269	薛剛	你不看同事面子, 知縣刈蝌y, 竟這樣無情, 我受不了, 你好好回去, 否則抗命!	NULL	邱罔舍第二部
889	53	269	薛剛	趙兄, 我譟N講藏喜雀的地方, 但需要帶我丹P去, 我如果能再見她五? 死也瞑目......	NULL	邱罔舍第二部
890	53	268	薛剛	這麼大雨, 還得上班!	NULL	邱罔舍第二部
891	54	270	學魚	抑, 咱的頭鬃尾若乎日本仔依樣提去安呢利用, 還也會活!	NULL	邱罔舍第二部
892	54	270	先進	著, 我嘛順颯割掉, 省得將來費氣.	NULL	邱罔舍第二部
893	54	271	學魚	看你要講抑不講?	NULL	邱罔舍第二部
894	54	270	先進	無想著頭鬃藉好用.	NULL	邱罔舍第二部
895	59	273	朱明	慢且, 我講! 彼個給提邊仔去, 就知影啦!	NULL	邱罔舍第二部
896	59	273	先進	你還不講是 [jj] ? 來, 用大刀置這兒給斬斷!	NULL	邱罔舍第二部
897	6	204	罔舍	阿伯, 要創啥是莫?	NULL	邱罔舍第二部
898	6	204	邱伯	你這個干仔 [mm], 你底創啥? 調古董!	NULL	邱罔舍第二部
899	6	204	罔舍	來啊......	NULL	邱罔舍第二部
900	6	204	邱伯	罔的...	NULL	邱罔舍第二部
901	60	274	學魚	你是安怎乎人掠來?	NULL	邱罔舍第二部
902	60	274	囚犯一	唉, 都是掠來這兒 [ss] 番頭的啦......	NULL	邱罔舍第二部
903	60	274	學魚	乎! 你都是乎人掠來做肉票的噢?	NULL	邱罔舍第二部
904	60	274	囚二	正是.	NULL	邱罔舍第二部
905	60	274	學魚	安呢, 趕緊出去! 喜雀, 快出來, 你要滯這兒等候死是莫?	NULL	邱罔舍第二部
906	60	274	先進	我是來救你的, 快出來! 快!	NULL	邱罔舍第二部
907	62	275	義士	快緊咧, 薛剛帶兵來的款式! 快緊咧!	NULL	邱罔舍第二部
908	67	277	朱明	噢哇, 之憭g匪進來, 他們闖進後頭去了!	NULL	邱罔舍第二部
909	67	277	朱明	唉呀! 我們所監禁的犯人都被搶走了.	NULL	邱罔舍第二部
910	67	278	薛剛	喜雀也跑了麼?	NULL	邱罔舍第二部
911	67	278	朱明	是, 是的......	NULL	邱罔舍第二部
912	67	278	薛剛	唉呀, 前功盡費......	NULL	邱罔舍第二部
913	67	277	趙龍	你們到底是怎麼了?	NULL	邱罔舍第二部
914	69	279	縣妻	我們不是後天就要走麼? 這時候幹什麼還得自找麻煩?	NULL	邱罔舍第二部
915	69	280	知縣	你不知道, 他叛逆已經露現了, 趁此時, 我還握有兵權, 加以整肅, 否則介? 連我們的生命也有危險的!	NULL	邱罔舍第二部
916	69	280	知縣	怎麼了, 我們打不過薛剛麼?	NULL	邱罔舍第二部
917	69	280	兵士	不, 薛剛已經被我們殺傷, 死了.	NULL	邱罔舍第二部
918	69	280	知縣	那麼, 怎麼了?	NULL	邱罔舍第二部
919	69	280	兵士	我們到薛剛的地牢, 找那位喜雀, 但她已經被元s暴民搶走了, 所以我們隨後追上去, 想不到又碰到中j群匪徒襲擊, 打了敗仗, 趙千總戰死了, 我們的兵也多被殺了.	NULL	邱罔舍第二部
920	69	280	知縣	什麼?! 匪徒這樣猖獗, 那還了得? 治安忽然變得這樣壞, 我們的安全也受威脅了! 我們本來預定後天走, 那末我們得改變這晚上走了!	NULL	邱罔舍第二部
921	69	280	縣妻	我們有的行李還沒有弄好, 有的錢還沒有收齊, 怎麼走得?	NULL	邱罔舍第二部
922	69	280	知縣	你真傻! 生命要緊, 抑或是金錢要緊? 喂, 你們去準備即時離開此地, 開往港口去.	NULL	邱罔舍第二部
923	69	281	士兵	小的受這麼重傷, 恐怕走不得!	NULL	邱罔舍第二部
924	69	281	知縣	混蛋! 傷還不致死, 你想早點死麼?	NULL	邱罔舍第二部
925	69	279	知縣	聽說薛剛私設地牢, 擄掠良家子女, 荒淫無度, 又抓有錢人做幫票, 掛莫須有的罪名,	NULL	邱罔舍第二部
926	69	279	知縣	搶奪人家的財產, 暗的私有, 明的才分給公家, 實在真可惡, 已經派趙龍去抓他, 怎麼到現還無消息?......	NULL	邱罔舍第二部
927	7	204	邱伯	你這個干仔 [mm], 你創治我, 你講要惘, 無影惘, 走致 to7 位去?	NULL	邱罔舍第二部
928	7	204	罔舍	底要惘啊! 底要惘啊! 我本來突要惘, 看見阿伯睏去, 驚去吵著你, 所以正放底乎你睏,	NULL	邱罔舍第二部
929	7	205	罔舍	你今醒來, 我就開始惘乎你看! 阿三, 阿明! 趕緊泡茶來乎阿伯吃!	NULL	邱罔舍第二部
930	7	205	邱伯	我茶無愛吃, 也無愛看你惘啊啦, 我若羊羔裘有當得剝掉就好啊啦! 唉喲! 唉喲! 熱到要半死去啊!	NULL	邱罔舍第二部
931	7	205	罔舍	阿三快緊咧, 過添云M茶來!	NULL	邱罔舍第二部
932	7	205	邱伯	呀呀! 我會嘴乾死去, 茶茶茶!	NULL	邱罔舍第二部
933	7	204	罔舍	阿伯, 要創啥貨?	NULL	邱罔舍第二部
934	70	281	罔舍	喜雀搶轉來就好啊, 何必過再拼生死?	NULL	邱罔舍第二部
935	70	281	拳師	這個知縣太可惡, 縣府全部都是貪官污吏, 無趁這個時瞬都給剿滅掉, 太可惜!	NULL	邱罔舍第二部
936	70	281	罔舍	你央方去攻縣府, 不過也只收拾幾個人, 彼個貪官污吏, 都攏無治縣府,	NULL	邱罔舍第二部
937	70	282	罔舍	咱去攻 in7, 影響大, 犧牲大, 收益少, 不如埋插 in7 較好.	NULL	邱罔舍第二部
938	70	282	拳師	不苟, 驚伊所有的金銀財寶會乎 in7 奪走去, 咱干擔來加抄縣府的府軍, 也可以做相當的抗日資金.	NULL	邱罔舍第二部
939	70	282	罔舍	這由您去拍算也好.......	NULL	邱罔舍第二部
940	70	282	先進	我想......咱不當骨肉相殘, 咱的血, 咱的生命應該愛用於抗日正著......	NULL	邱罔舍第二部
941	70	282	學魚	著, 安呢著!	NULL	邱罔舍第二部
942	70	282	罔舍	我的意思不是安呢, 凡出賣國家民族, 或殘害百姓的內敵都比外敵還較可殺, 不過我考慮刈I是, 驚伊日本軍若來, 會誣賴咱是搶府軍的土匪, 藉這個名目來拍咱, 咱的力量著會較稀薄去......	NULL	邱罔舍第二部
943	70	282	拳師	我想, 咱抗日, 予w愛用真 tsue7 的軍資金, 所以無來加搶 bue7 用得, 我要去, 有人要合我去莫?	NULL	邱罔舍第二部
944	70	282	罔舍	你五茈h通知蘇伯伯來 tsua7 喜雀轉去, 埋乎老大人煩惱......	NULL	邱罔舍第二部
945	70	281	拳師	咱安怎無愛煞拍到縣府去.	NULL	邱罔舍第二部
946	72	284	罔舍	豈敢, 你今 tsua7 轉去. 喜雀你愛好好款待你阿爸......	NULL	邱罔舍第二部
947	72	284	雀父	邱少爺, 你這個人情藉哩大, 我那有法度好報答你, 你若無相棄嫌, 請你留喜雀起來做嫺婢用也好, 正會得當報答你萬分之?.....	NULL	邱罔舍第二部
948	72	284	罔舍	彼, 我正是不敢! 阮大家愛創治伊, 是因為伊生得真可愛, 真得人痛, 所以阮愛加創治, 事實並無啥野心或意思, 今日本兵直要來, 請你喜雀 tsua7 轉去, 若有啥貨大誌, 這兒會給你投相幫, 請你免煩惱......	NULL	邱罔舍第二部
949	72	284	喜雀	我也來參加你的義勇軍, 投煮飯洗衫好莫?	NULL	邱罔舍第二部
950	72	284	學魚	安呢上介好, 咱人愈 tsue7 愈好, 若有路用......好, 我也參加! (全憫?	NULL	邱罔舍第二部
951	72	283	雀父	邱少爺, 真多謝 [aa].	NULL	邱罔舍第二部
952	1	291	柏年	小生日, [aa] 工夫, 乎阿茂兄, 阿茂嫂真費神.	NULL	張深切再世姻緣
953	1	291	程茂	講什麼費神, 阮應該來恭喜, 來來咱來拜壽.	NULL	張深切再世姻緣
954	1	291	程茂	李大哥, 恭喜! 恭喜!	NULL	張深切再世姻緣
955	1	292	程茂	看款, 柏年嫂喜事要到囉!	NULL	張深切再世姻緣
956	1	292	李忠	頭家, 請人客坐位.	NULL	張深切再世姻緣
957	1	292	柏年	好好! 人講同業相妒, 這不著, 我想同業愛著搭腳手者好.	NULL	張深切再世姻緣
958	1	292	程茂	和你比差去真正多, 以後請你搭腳手, 分刈I仔生理給我做.	NULL	張深切再世姻緣
