type,pos,釋義1
彬,Nb,
彭,Nb,附錄－百家姓
彰,VH,
彰化,Nc,附錄－地名－火車幹線
彰化市,Nc,縣市(附錄－地名－臺灣縣市行政區名)
彰化縣,Nc,縣市(附錄－地名－臺灣縣市行政區名)
彰顯,VHC,
影,Na,
影印,VC,【動】將圖片、文字直接經由影印機或者照相複製。例：毋免抄啦，提去影印較緊。M̄-bián tshau--lah, the̍h-khì iánn-ìn khah kín. (不用抄啦，拿去影印比較快。)　
影印本,Na,
影壇,Nc,
影展,Na,
影帶,Na,
影戲,Na,【名】電影的舊稱。例：做影戲　tsò iánn-hì(放映電影)、影戲館　iánn-hì kuán(電影院的舊稱)。
影星,Na,
影本,Na,
影片,Na,1.【名】電影。例：這齣影片你有看過無？Tsit tshut iánn-phìnn lí ū khuànn--kuè--bô? (這部電影你看過嗎？)　
影視,Na,
影迷,Na,
影集,Na,
影音,Nb,
影響,VC,【動】因為一方發生某種動作，而對他人或事物引起作用。例：爸母的行為會影響著囝兒序細。Pē-bú ê hîng-uî ē íng-hióng tio̍h kiánn-jî-sī-sè.  (父母的所作所為會影響到孩子。)　
彷,VJ,
彷彿,VG,
役,VC,
役男,Na,
彼,Nh,
彼時,Nd,【時】那時、當時。例：伊出代誌彼時，我佇厝裡。I tshut-tāi-tsì hit-sî, guá tī tshù--lí. (他出事的那個時候，我正在家裡。)　
往,VCL,1.【介】向某處而去。例：往西爿行去。Óng sai-pîng kiânn--khì. (往西邊走去。)　
往事,Na,
往來,VCL,
往回,VA,
往年,Nd,【時】過去、從前。過去的年歲。
往往,D,【副】每每、經常。例：這款代誌往往會發生佇伊身上。Tsit khuán tāi-tsì íng-íng ē huat-sing tī i sin-siōng. (這種事經常發生在他的身上。)　
往復,Na,【動】來回、往返。
往日,Nd,【時】過去、以往。過去的日子。
往時,Nd,【時】從前、過去。例：往時伊是阮的厝邊。Íng-sî i sī guán ê tshù-pinn. (以前他是我鄰居。)　
往生,VH,【動】去世、死亡。佛教指死後投生叫做「往生」。
征,VC,
征服,VC,
待,VK,
待命,VA,
待遇,Na,1.【名】薪水、薪資。
律,Na,【名】規則。例：詩律　si-lu̍t(作詩的格律)、戒律　kài-lu̍t(教徒遵守的規則)。
律師,Na,【名】受當事人委託或法院指定，依法協助當事人訴訟、出庭辯護，以及處理有關法律事務的專業人員。以前叫「狀師」(tsn̄g-su)。
後,VJ,
後世,Na,
後世人,Na,【名】下輩子、來世、來生。例：這筆恩情咱只有等到後世人才閣還矣。Tsit pit un-tsîng lán tsí ū tán kàu āu-sì-lâng tsiah-koh hîng--ah. (這筆恩情我們只有等到來生再報答了。)　
後代,Na,【名】後世，未來的世代。
後來,Nd,【副】指一段時間之後。
後勁,Nc,附錄－地名－高雄捷運紅線站名
後勤,Na,
後台,Nc,
後場,Nc,【名】文武場。指傳統戲劇舞臺上負責伴奏樂器的樂隊。文場負責管絃樂如月琴、臺灣笛、二胡、三弦、洞簫、揚琴，武場則負責打擊樂部分，如鑼、鈸、鼓等。
後壁,Nc,附錄－地名－火車線站名
後山,Nc,1.【名】後盾、後臺。本義為後面的山頭，引申比喻為有勢力的後臺、背景。
後山埤,Nc,附錄－地名－臺北捷運南港線站名
後年,Nd,【名】明年的明年。
後座,Nc,
後悔,VL,【動】事後悔悟。例：你毋聽我的話，時到後悔就袂赴矣。Lí m̄ thiann guá ê uē, sî kàu hiō-hué tō bē-hù--ah. (你不聽我的話，到時後悔就來不及了。)　
後日,Nd,【時】日後、以後。未來的日子。例：這層代誌咱後日才閣講。Tsit tsân tāi-tsì lán āu-ji̍t tsiah-koh kóng. (這件事情我們日後再來商量。)　
後果,Na,
後步,Na,【名】後路、餘地。說話做事時，所預留的餘地或出路。例：留後步　lâu āu-pōo。
後母,Na,【名】繼母、後娘。母親過世或離婚之後，父親再娶的妻子。
後生,Na,【名】兒子。例：恁後生今年考著佗一間大學？Lín hāu-senn kin-nî khó-tio̍h tó tsi̍t king tāi-ha̍k? (你兒子今年考上哪一所大學？)　
後者,Nh,
後衛,Na,
後裔,Na,
後謝,Na,
後輩,Na,【名】晚輩。
後退,VA,
後進,Na,
後門,Na,
後面,Ncd,1.【名】人體或物體背面、靠後的部分。
後頭,Ncd,1.【副】後面、以後。在時間、事情發展程序上的接續步驟。例：咱後頭閣有偌濟錢猶未納？Lán āu-thâu koh ū guā-tsē tsînn iáu-buē la̍p? (我們後面還有多少錢還沒繳？)　[近]後手、後面、後壁
後龍,Nc,附錄－地名－火車線站名
後龍溪,Nc,附錄－地名－溪川名
後龍鎮,Nc,苗栗縣行政區(附錄－地名－臺灣縣市行政區名)
徐,VH,附錄－百家姓
徑,Na,
徒,Na,【名】指某類的人。例：學徒　ha̍k-tôo(學習的人、學生)、信徒　sìn-tôo(信教的人)、酒徒　tsiú-tôo(嗜酒的人)。
徒弟,Na,【名】門生、學徒。指跟從師傅學習的人。
得,VL,1.【動】得到、獲得。例：得家產　tit ka-sán(獲得家產)。
得利,VA,
得勢,VH,【動】得到權位、獲得有利的形勢。
得失,Na,1.【動】得罪、冒犯。例：得失土地公，飼無雞。Tik-sit Thóo-tī-kong, tshī bô ke. (得罪土地公，會惹得雞犬難安。)　[近]得罪
得意,VH,【形】稱心如意或引以自豪。
得票,VJ,
得票率,Na,
得罪,VC,【動】冒犯、觸怒。例：伊定定得罪人。I tiānn-tiānn tik-tsuē--lâng. (他常常得罪人。)　
徘,VA,
徙,VA,【動】遷移、移動。例：搬徙　puann-suá(搬移)、徙位　suá-uī(移位)、徙栽　suá-tsai(移植)。
從,VJ,
從事,VJ,
從來,D,
從此,D,
御,Na,
復,VHC,
復仇,VB,
復健,VB,
復原,VH,【動】恢復。恢復原狀、恢復元氣。
復古,VHC,
復工,VA,
復甦,VH,
復發,VJ,
復習,VC,【動】溫習、複習。
復職,VH,【動】恢復原職。
復興,VC,【動】中興。衰敗後重新興盛起來。
復興崗,Nc,附錄－地名－臺北捷運淡水線站名
循,VC,
循環,VA,【動】事物周而復始的運轉或變化。
微,VH,
微妙,VH,
微弱,VH,
微波,VC,
微波爐,Na,
徵,VC,
徵召,VC,
徵收,VC,【動】政府對人民或機關團體收取稅捐或收購私有財產。例：兜的土地去予政府徵收去矣。In tau ê thóo-tē khì hōo tsìng-hú ting-siu--khì--ah. (他們家的土地被政府徵收了。)　
徵文,VA,
徵求,VC,
徵詢,VE,
徵選,VC,
德,Nc,【名】正直的行為，善良而有修養的品行。例：失德　sit-tik(道德虧損)。
徹,b,
心,Na,1.【名】人體器官之一。例：心臟　sim-tsōng。[近]心臟
心事,Na,【名】藏在心中所不為人知的事。
心力,Na,
心動,VI,
心境,Na,
心得,Na,
心思,Na,
心性,Na,
心情,Na,【名】內心的情緒。
心意,Na,【名】想法、看法。例：各人有各人的心意。Kok-lâng ū kok-lâng ê sim-ì. (每個人都有自己的想法。)　
心愛,A,
心態,Na,
心智,Na,
心機,Na,【名】謀略、計謀。
心火,Na,【名】內心的浮躁、激動或者是怒氣。例：這件代誌講起來就心火著。Tsit kiānn tāi-ts kóng--khí-lâi tō sim-hué-to̍h. (這件事情一說起來就生氣。)　
心理,Na,【名】人腦中的認知、思考、記憶等活動的總稱，也泛指人的一切內心活動。例：你會有這款心理，實在予人想袂到。Lí ē ū tsit khuán sim-lí, si̍t-tsāi hōo lâng siūnn bē kàu. (你會有這種心理，實在讓人想不到。)　
心甘情願,VH,
心目中,Nc,
心神,Na,1.【名】精神、心力。例：伊袂插你，你莫枉費心神矣。I bē tshap--lí, lí mài óng-huì sim-sîn--ah. (他不會理睬你，你不要浪費精神了。)　[近]精神
心聲,Na,
心肝,Na,1.【名】一個人的心地、心腸。例：彼个人的心肝真䆀，不時都想欲害人。Hit ê lâng ê sim-kuann tsin bái, put-sî to siūnn-beh hāi--lâng. (那個人的心腸真壞，常常都想要害人。)　[近]肚
心胸,Na,
心腸,Na,【名】心地。例：彼个人的心腸真䆀。Hit ê lâng ê sim-tn̂g tsin bái. (那個人的心地很壞。)　
心腹,Na,1.【名】親信。十分信任的人、忠誠可靠的人。
心臟,Na,1.【名】中空、紅色的肌肉質器官，如拳頭般大小，主掌全身血液的循環。
心臟病,Na,【名】病名。各種心臟疾病的總稱，多因心臟的本質或功能的異常所引起。
心血,Na,【名】心力。
心行,Na,【名】心地、心腸。 例：伊就是歹心行，才會受著報應。I tō-sī pháinn-sim-hīng, tsiah-ē siū-tio̍h pò-ìng. (他就是心腸不好，才會遭到報應。)　
心跳,VA,
心軟,VI,
心酸,VH,【形】傷心、辛酸。心裡頭感到悲傷痛苦。例：伊的身世予人聽著感覺誠心酸。I ê sin-sè hōo lâng thiann--tio̍h kám-kak tsiânn sim-sng. (他的身世聽著讓人覺得很傷心。)　
心靈,Na,
心頭,Nc,1.【名】心裡、心中。例：伊的一句話予我規个心頭挐絞絞。I ê tsi̍t kù uē hōo guá kui-ê sim-thâu jû-ká-ká. (他的一句話使得我的心裡一片雜亂。)　
心願,Na,【名】願望、希望。心中立意要做的事、心裡的願望。
必,D,
必修,VH,
必定,D,
必然,VH,【副】確定不移。
必要,VH,【形】絕對需要，不可缺少的。
必需,VH,
必須,VH,
忌,VL,
忌日,Na,【名】忌辰。人去世的那一天。
忍,VL,【動】耐、承受。例：吞忍　thun-lún(忍耐)、忍氣　lún-khì(忍住所承受的氣憤)。
忍受,VK,
忍心,VK,
忍者,Na,
忍耐,VJ,【動】按捺住某種衝動而不宣洩出來。例：你小忍耐一下，我連鞭就好矣。Lí sió jím-nāi--tsi̍t-ē, guá liâm-mi tō hó--ah. (你稍微忍耐一下，我馬上就好了。)　
忖,VE,
志,Nb,1.【名】意向、抱負。例：立志　li̍p-tsì(立定意向)。
志工,Na,
志氣,Na,【名】志節、氣概。例：少年人愛較有志氣咧。Siàu-liân lâng ài khah ū tsì-khì--leh. (年輕人要有志氣一點。)　
志願,VL,1.【名】志向和願望。例：伊的志願是欲做一个醫生。I ê tsì-guān sī beh tsò tsi̍t ê i-sing. (他的志願是要做一個醫生。)　
忘,VK,【動】不記得。例：忘恩背義　bōng un puē gī(忘恩負義)。
忙,VL,
忠,VI,【名】竭盡心力、真誠無私的美德。例：盡忠　tsīn-tiong。
忠厚,VH,【形】老實。形容人的品性忠實寬厚。
忠實,VH,
忠義,Nb,附錄－地名－臺北捷運淡水線站名
忠誠,VH,
忤逆,VC,【動】不孝。不順從父母或長輩。例：毋通忤逆序大人。M̄-thang ngóo-gi̍k sī-tuā-lâng. (不要違背父母的意思。)　
快,VH,
快感,Na,
快樂,VH,
快活,VH,1.【形】愉快、舒服。例：病人有較快活無？Pēnn-lâng ū khah khuìnn-ua̍h--bô? (病人有舒服些嗎？)　
快車,Na,【名】加快行駛速度或是減少停靠站以節省行車時程的火車或公共汽車。
快速,VH,
快門,Na,
念,VJ,1.【動】因為想念而提起。例：恁老母拄咧念你。Lín lāu-bú tú teh liām--lí. (你媽媽正想到你而提起你。)　
念咒,VA,【動】口念咒語，用來祈福或降災。
念珠,Na,【名】佛珠、數珠。持誦、念咒時用來集中心神和計算次數的珠串。
念經,VA,1.【動】誦讀經文。
念頭,Na,
忽,D,
忽然,D,【副】突然。一種動作或事物出乎意外的迅速出現。
忽略,VJ,
忽視,VJ,
忿,VI,
怎,VH,
怎樣,VH,【代】如何。指詢問狀況、方式或性質。例：怎樣？到底欲去無？Tsuánn-iūnn? Tàu-té beh khì--bô? (如何？到底要不要去？)　
怒,VH,
怕,VK,
思,VJ,
思念,VJ,【動】想念、掛念。
思想,VE,【名】想法、念頭。例：伊的思想真特別。I ê su-sióng tsin ti̍k-pia̍t. (他的想法很特別。)　
思慕,VJ,【動】思念愛慕。例：伊是我思慕的人。I sī guá su-bōo ê lâng. (他是我思念愛慕的人。)　
思維,Na,
思考,VE,【動】思索、考慮。
怡,VH,
急,VH,1.【動】急著、急於。例：伊已經四十歲矣，當然嘛急欲娶某。I í-king sì-tsa̍p huè--ah, tong-jiân mā kip beh tshuā-bóo. (他已經四十歲了，當然會急著想娶老婆。)　
急性,D,1.【形】性情急躁。例：伊足急性的，無像我遐𠢕拖沙。I tsiok kip-sìng--ê, bô tshiūnn guá hiah gâu thua-sua. (他很急性子，不像我那麼會拖拖拉拉。)　[近]緊性[反]耐性
急救,VB,
急水溪,Nc,附錄－地名－溪川名
急病,Na,
急症,Na,【名】突然發作，緊急的病症。
急診,VB,
急難,VH,【名】突然的災難。
性,Na,
性別,Na,
性命,Na,【名】生命。例：我無彼號性命佮你按呢耍。Guá bô hit-lō sènn-miā kah lí án-ne sńg. (我沒有那種生命可以和你這樣子玩鬧。)　
性地,Na,【名】脾氣、性情。例：伊的性地真好。I ê sìng-tē tsin hó. (他的脾氣很好。)　
性情,Na,
性愛,Na,
性感,VH,
性格,VH,1.【名】特性、性情品格。例：各人有各人的性格。Kok-lâng ū kok-lâng ê sìng-keh. (各人有各人的性情品格。)　
性能,Na,
性質,Na,【名】本質、特質。個人與生俱來的特性、氣質。例：伊的性質誠好。I ê sìng-tsit tsiânn hó. (他的個性很好。)　
怨,VK,1.【動】憎恨、厭惡。例：伊怨家己少年時無認真讀冊。I uàn ka-kī siàu-liân-sî bô jīn-tsin tha̍k-tsheh. (他怨恨自己年輕時不認真讀書。)　
怨嘆,VE,【動】怨恨悲嘆。例：雖然厝內真散，伊攏毋捌怨嘆。Sui-jiân tshù-lāi tsin sàn, i lóng m̄ bat uàn-thàn. (雖然家裡很窮，他都不曾怨恨悲嘆。)　
怨恨,VJ,【動】埋怨忿恨。
怨言,Na,
怪,VK,【動】埋怨、抱怨。例：毋通怪人。M̄-thang kuè--lâng. (不要怪罪他人。)　
怪事,Na,【名】稀奇古怪的事。
怪人,Na,【名】怪人。在思想或言行舉止有特異之處的人。例：彼个怪人閣咧變鬼變怪矣。Hit ê kuài-lâng koh teh pìnn-kuí-pìnn-kuài--ah. (那個怪人又在耍花招了。)　
怪奇,VH,
怪怪,VH,
怪手,Na,【名】挖土機。可挖掘砂土或岩石的機械的總稱。通常也可進行堆積或短距離搬運等作業。
怪物,Na,
怪異,VH,
怪癖,Na,【名】與眾不同的習慣或癖好。
怪罪,VC,
怯,VC,
恁,Nh,1.【代】你們。複數第二人稱代名詞。例：恁欲去佗位？Lín beh khì tó-uī? (你們要去哪裡？)　
恁爸,Nb,【名】老子。男子自稱的粗俗用法。常用於蔑視別人、發怒或開玩笑時的口頭語。例：你共恁爸講予伊清楚。Lí kā lín-pē kóng hōo i tshing tshó. (你跟老子說清楚。)　
恆,VH,
恆春鎮,Nc,屏東縣行政區(附錄－地名－臺灣縣市行政區名)
恍,D,
恐,VK,
恐怖,VH,【形】可怕。形容因受到威脅或驚嚇而產生的恐懼。
恐龍,Na,
恕,VL,
恢復,VHC,【動】回復到原來的樣子。
恥,VC,【名】羞愧。例：無恥　bû-thí(不知羞愧)。
恥笑,VC,【動】嘲笑、譏笑。例：為著無欲予人恥笑，我一直誠認真拍拚。Uī-tio̍h bô beh hōo lâng thí-tshiò, guá it-ti̍t tsiânn jīn-tsin phah-piànn. (為了不讓人家嘲笑，我一直很努力認真。)　
恨,VK,
恩,Nb,【名】指人與人之間的互相幫助。例：恩情　un-tsîng。
恩主公,Nb,
恩人,Na,
恩怨,Na,
恩情,Na,【名】深厚的情義、恩惠。例：恩情較大天　un-tsîng khah tuā thinn(恩重如山)。
恩愛,VH,【形】彼此真切的相愛。通常指的是夫妻之間的情愛。例：兩个翁仔某誠恩愛。In nn̄g ê ang-á-bóo tsiânn un-ài. (他們兩夫妻很恩愛。)　
恬恬,Nb,1.【副】安靜無聲。例：請逐家恬恬聽我講。Tshiánn ta̍k-ke tiām-tiām thiann guá kóng. (請大家安靜聽我說話。)　
恬靜,VH,1.【形】安靜無聲。
恭,b,【動】尊敬、有禮貌的態度、行為。例：恭請眾神鑾駕。Kiong tshiánn tsiòng sîn luân-kà. (神明祭祀慶典時的說詞。)　
恭喜,VJ,1.【名】祝賀喜事之詞。
息,VHC,
悅,VK,
悉,VK,
悔,VH,
悖,VJ,
悟,VJ,
悠,D,
患,VK,
患者,Na,【名】病人。患有某種疾病的人。
悲,VH,
悲傷,VH,【動】悲哀、傷痛。
悲劇,Na,【名】以不幸遭遇為主題的戲劇；在情節布局中主角的命運往往產生逆轉，而引起觀眾的同情。也可用來比喻悲慘的事物。
悲哀,VH,【動】悲傷，哀痛。
悲情,Na,
悲慘,VH,【形】形容很悽慘、不幸的狀況。
悲觀,VH,【名】沮喪或負面的人生態度。
悶,VH,
悶悶,VH,1.【形】形容心悶、抑鬱的樣子。例：伊看起來悶悶不樂。I khuànn--khí-lâi būn-būn put lo̍k. (他看起來心情不舒暢。)　
悼,VJ,
悽,D,
悽慘,VH,【形】悲哀慘痛。例：伊去予人拍甲真悽慘。I khì hōo lâng phah kah tsin tshi-tshám. (他被人打得很慘。)　
情,Na,
情人,Na,【名】相愛的男女互稱對方。
情份,Na,
情勢,Na,【名】事情的狀況發展和趨勢。
情報,Na,【名】關於某種情況的訊息報告，多帶有機密性質。
情境,Na,
情形,Na,【名】事情所呈現的狀態。
情意,Na,【名】心意、感情。例：伊對你有情意。I tuì lí ū tsîng-ì. (他對你有感情。)　
情愛,Na,
情感,Na,
情懷,Na,
情景,Na,
情歌,Na,
情治,Na,
情況,Na,
情理,Na,【名】人情事理。例：這種無情理的話，干焦你才講會出來。Tsit tsióng bô tsîng-lí ê uē, kan-na lí tsiah kóng ē tshut--lâi. (這種無理的話，只有你才說得出來。)　
