UID	role	content	issuePageLine	book
12547	本	「彼個囝仔不知在歡喜何貨」。	11-55-3	語苑二十四
12548	NULL	此時某查囝仔的老母，聽着此號話，忽然間就變面。	11-55-3	語苑二十四
12549	女	「講何！囝仔！較人的子講囝仔！比失禮」。	11-55-6	語苑二十四
12550	本	「何貨！都是囝仔不即講囝仔麼」。	11-55-8	語苑二十四
12551	女	此箍生毛物，免講激屎」。查某人目睭展大蕋就怒氣。	11-55-9	語苑二十四
12552	本	豈有激屎，是應該然的麼，你尚較激屎......想看覔......姦你娘......」。	11-55-11	語苑二十四
12553	女	「此個半頭青，我的子無親像您的囝仔、不免講囝仔喇。	11-56-1	語苑二十四
12554	NULL	講囝仔就是您本島人的子喇……。激屎龜……」。	11-56-1	語苑二十四
12555	本	此個污穢查某厚話之，您的囝仔亦是與阮的囝仔同一款麼，何位仔有爭差。」	11-56-4	語苑二十四
12556	女	亦卞無，阮的無親像您的囝仔被鱸鰻款」。	11-56-7	語苑二十四
12557	NULL	如此罵來罵去到此險險起手相打。	11-56-9	語苑二十四
12558	NULL	不拘近邊的人真多圍倚來看，兩旁見羞到遂分開去。	11-56-9	語苑二十四
12559	NULL	了後此個查某人的夫，就此號事情有嫌伊也無嫌伊，彼無人聽見。	11-56-12	語苑二十四
12560	NULL	且講此個婦人人，想要快樂一暗的散步，因為按怎氣到語人歹嘴相罵咧。	11-57-2	語苑二十四
12561	NULL	此款的事情，不但此一個查某人而已，在多多內地人的婦人人亦往往都有。	11-57-5	語苑二十四
12562	NULL	囝仔是甚麼？	11-57-8	語苑二十四
12563	NULL	講是糟蹋的話也是粗俗的話，自己的子被人呌講囝仔，	11-57-9	語苑二十四
12564	NULL	如此豈能使得講歹聽的話即來怒氣，沒沒，敢不是如此。	11-57-9	語苑二十四
12565	NULL	彼都免講，定着不是斯文的話，總是如此亦不是講聽了比歹聽俾人能怒氣的話，	11-58-1	語苑二十四
12566	NULL	無講呌隨趁隨時的，彼等賣果子彼款的人，講了亦無失人的禮亦無何。	11-58-1	語苑二十四
12567	NULL	所以彼個賣果子的，打算想不出，敢能被彼個內地人的婦人人怒氣到如此。	11-58-6	語苑二十四
12568	NULL	囝仔是甚麼？	11-58-9	語苑二十四
12569	NULL	話語上呌做少爺，呌做小姐，也是呌做公子嘮千金嘮，彼等比較研究却免講，	11-58-10	語苑二十四
12570	NULL	將此號話在思想方面來講，內地人較常在講的「囝仔」麼。	11-58-10	語苑二十四
12571	NULL	笑話 大鬼小鬼	11-59	語苑二十四
12572	NULL	有一所在有二個作田人，非常真驚鬼，此二個驚鬼的。不曾相見面，所以全然無相識。	11-59-1	語苑二十四
12573	NULL	此二個的其中，一個是較矮，一個是真躼，此個躼的住在西旁庄，彼個矮的住在東旁庄。	11-59-4	語苑二十四
12574	NULL	有一日此個躼的，用米籃擔米去東旁庄糶人，到下晡五點外鐘，即要返去西旁庄。	11-59-7	語苑二十四
12575	NULL	彼時雨勢來，伊就將空米籃相疊，夯在頭殼頂，對一個真歹孔的墓仔埔要經過。	11-60-2	語苑二十四
12576	NULL	彼時真適好，彼個矮的亦穿一領大領棕簑，	11-60-5	語苑二十四
12577	NULL	生毛生毛去西旁庄巡田水在路裡拾着一隻大篐杉仔，	11-60-5	語苑二十四
12578	NULL	有四五尺長的夯在手裡，伊亦要返去東旁庄。	11-60-5	語苑二十四
12579	NULL	適仔行到墓仔埔的小路，二人相離六七丈遠，	11-60-10	語苑二十四
12580	NULL	此個躼的夯米籃在頭殼頂，看着矮的穿一領棕簑，拿做是矮仔鬼。	11-60-10	語苑二十四
12581	NULL	身軀毛長長又矮矮，手亦夯一枝大枝鐵棍，直直倚來的款。	11-61-3	語苑二十四
12582	NULL	彼時六點外鐘，天亦真暗雨亦一直落，頭前看攏沒真，想了真驚，	11-61-5	語苑二十四
12583	NULL	愈看鷄母皮愈直直起，到尾遂不敢行在停腳。	11-61-5	語苑二十四
12584	NULL	彼個矮的穿棕簑，伊亦看躼的在頭前，不拘看了沒真，看着伊夯米籃戴頭殼頂的，	11-61-9	語苑二十四
12585	NULL	遂誤解，拿做是一個大頭鬼，又真躼上且竪在路邊，目睭金金在相伊，伊亦真驚。	11-61-9	語苑二十四
12586	NULL	總是到尾彼個矮的想無步，伊就忽然間走真緊走倚去，	11-62-3	語苑二十四
12587	NULL	對躼的的頭殼頂，出大力用杉仔箍，對伊摃落去。	11-62-3	語苑二十四
12588	NULL	總是摃了伊又真驚，尚彼個被人摃着的，	11-62-6	語苑二十四
12589	NULL	尚更較驚二個攏不敢越頭直直走，一個有東一個走西。	11-62-6	語苑二十四
12590	NULL	此個被人摃着的躼的，走到庄內遂沒講話，	11-62-9	語苑二十四
12591	NULL	用手比講被鬼打着，然後即講鬼是生做真矮，	11-62-9	語苑二十四
12592	NULL	全身生毛，手夯一枝大枝鐵棍，我該哉有夯米籃，	11-62-9	語苑二十四
12593	NULL	若無，的確能被伊摃死，曖喲真驚真驚。	11-62-9	語苑二十四
12594	NULL	彼個摃人的矮的，亦走到厝大聲對人講，墓仔埔明明有鬼，鬼是生做真躼，	11-63-3	語苑二十四
12595	NULL	頭又真大差不多大約有米籃彼大，竪在墓仔埔的小路，目睭金金在相人。	11-63-3	語苑二十四
12596	NULL	我對彼過，好該哉有拾着此篐大杉對伊摃若無，	11-63-8	語苑二十四
12597	NULL	的確能被伊食去，曖喲金仔口真該哉…..。真驚真驚。	11-63-8	語苑二十四
12598	NULL	親像此款，兩旁的誤解，咱來想敢不是真好笑，愈想愈笑稅。	11-63-11	語苑二十四
12599	NULL	第二卷 中庸篇	11-65	語苑二十四
12600	NULL	中庸梗概朱文公想見程夫子的話在講，無偏歸傍的號做是中，沒變款的號做是庸，	11-65-1	語苑二十四
12601	NULL	此號號做中，就是天下間的即正大的道理，此號號作傭就是天下間真光明的定理，	11-65-2	語苑二十四
12602	NULL	此篇中庸是孔子所傳授給門生的心法，子思驚了年久月深，	11-65-3	語苑二十四
12603	NULL	意思能差錯去，所以即夯筆寫這道理來傳給孟子，	11-65-3	語苑二十四
12604	NULL	此篇起頭講了一項的大道理就是天理，	11-65-4	語苑二十四
12605	NULL	這天理若與伊拆開來講，自然是有關係着世間萬項的事情，	11-65-4	語苑二十四
12606	NULL	就是智仁勇的三達德，與君臣父子夫婦昆仲朋友五項的人倫，	11-65-6	語苑二十四
12607	NULL	以及治理天下國家的九像的大根本，都含在此內底，	11-65-6	語苑二十四
12608	NULL	總是講到煞尾的時，將中央散開的事情再合做一個道理，此個道理若與伊放開來講，	11-65-7	語苑二十四
12609	NULL	是真正闊大可以能蓋滿天地四方，若與伊收起來講，	11-65-8	語苑二十四
12610	NULL	是真正微細可以能收藏到極密閘無孔無縫的所在，	11-65-8	語苑二十四
12611	NULL	可見此條道理的意味是真正無窮無盡稽考沒了，這攏是咱人辦理世事，真要緊的學問，	11-65-10	語苑二十四
12612	NULL	賢讀書的人着時時刻刻用專心去看去想去研究，自然能得着此個道理，若是將此個身軀，	11-65-11	語苑二十四
12613	NULL	此個道理去替人辦事情，的確有可得着利益就一世人用都沒得盡嘮。	11-66-1	語苑二十四
12614	NULL	天命之謂性	11-67	語苑二十四
12615	NULL	子思在講。中庸的道理總講起來。不過是性道教此三項而已。	11-67-1	語苑二十四
12616	NULL	抑到底性是怎樣。着是上天成萬物。用陰陽五行的氣。來結成行體。更付一個理給伊。	11-67-2	語苑二十四
12617	NULL	親像朝廷出了命令一樣。人既然得着此個理。可去做健順五常的德行。這就是呌做姓。	11-67-5	語苑二十四
12618	NULL	率性之謂道	11-67	語苑二十四
12619	NULL	道是怎樣。就是人既然得着此個性。循此個性一直行去。到萬世永遠應該行沒移易的理。	11-67-8	語苑二十四
12620	NULL	親像眾人日日在行的大路同款。這就是呌做道。	11-68-2	語苑二十四
12621	NULL	修道之謂教	11-68	語苑二十四
12622	NULL	教是怎樣。因為人物的氣質。尚有傾尚有濁攏無同款。	11-68-5	語苑二十四
12623	NULL	所以往往有人做了過頭。有人做了沒到。	11-68-5	語苑二十四
12624	NULL	沒各個合道理。所以聖人修治人物應該行的道理。或是排了等級。	11-68-7	語苑二十四
12625	NULL	或是加以限制。指定法度教人去做。這就是呌做教。	11-68-9	語苑二十四
12626	NULL	臺語和譯 包公政談	11-69	語苑二十四
12627	NULL	倩廚子做酒席 (一)	11-69	語苑二十四
12628	NULL	包公奉旨出京來賑濟順便巡視各省，查辦重罪的刑案。	11-69-1	語苑二十四
12629	NULL	來在城州的時，開倉賑濟公事清楚了後，正去在各衙門得巡視，	11-69-3	語苑二十四
12630	NULL	查看案券，忽然把門的公差，入來秉報。	11-69-3	語苑二十四
12631	NULL	講外面有一個婦人左手抱著一個食乳囝仔，正手提一張呈狀，啼啼哭哭在得喊冤。	11-69-6	語苑二十四
12632	NULL	包公聽了，講我此滿來此，不是僅獨要辦賑濟此節公事而已。	11-70-2	語苑二十四
12633	NULL	正得要體察民情風俗，與替百姓伸冤，外面若有人來告呈，不可阻擋伊呌伊入來就是。	11-70-4	語苑二十四
12634	NULL	公差即時出來，帶婦人儂，入去跪在公堂下。	11-70-7	語苑二十四
12635	NULL	包公行出公案前，看此個婦人儂，雖然是面帶愁容，	11-71-1	語苑二十四
12636	NULL	顏色淒慘帶一種含冤不愿的神氣，其實是一個美貌的佳人。	11-71-1	語苑二十四
12637	NULL	包公問講，汝有甚麼事來告，婦人講，話真長咧，求大人容妾分訴。	11-71-5	語苑二十四
12638	NULL	妾居家在城外，離城五里，地名蓮塘，查某子姓，姓吳，	11-71-7	語苑二十四
12639	NULL	加俾張家做媳婦，丈夫名虛，是讀冊人。	11-71-7	語苑二十四
12640	NULL	漢文證書解釋	11-72	語苑二十四
12641	NULL	借資留學	11-72	語苑二十四
12642	NULL	梅傳春意，雪兆豐年。恭維仁翁動履多綏。至為頌慰。	11-72-1	語苑二十四
12643	NULL	晚今年徼倖畢業商業專門學校，然於學術上毫無可言。	11-72-3	語苑二十四
12644	NULL	倘恃此一紙證書，即自阻于前途，殊覺負此青年之歲月。	11-72-5	語苑二十四
12645	NULL	現已決定渡德留學，以期達目的於將來，惟晚處固不餘裕，竭力籌借旅學兩費。	11-72-7	語苑二十四
12646	NULL	合計尚欠壹百五拾元，因念老世伯素深關切，敢特墾借。	11-73-3	語苑二十四
12647	NULL	伏乞如數惠擲，俾可成行，他日囘國卉走有支拂能力，定歸趙璧。	11-73-5	語苑二十四
12648	NULL	尚期許諾，專此奉墾敬請台安幷盼示覆。	11-73-7	語苑二十四
12649	NULL	乙科警察語學講習資料 (四十七)	12-5	語苑二十四
12650	NULL	其一 基本語	12-5	語苑二十四
12651	NULL	阮細漢子金仔都敢自己一個要去，無講更是你比伊較多歲，那不敢去。	12-5-1	語苑二十四
12652	NULL	我去借都借無咧無講却你去借，免驚借有。	12-5-3	語苑二十四
12653	NULL	看着伊狼狽到如此，別人都替伊流目滓。無說講你是伊的叔伯大兄，自然你着欲同情伊。	12-6-1	語苑二十四
12654	NULL	此到城內都無欲去，無說講去到圓山。	12-6-4	語苑二十四
12655	NULL	無說對父母都不敢對伊講，總無對別人我那敢講。	12-6-5	語苑二十四
12656	NULL	干乾在坐都能倦喇，無講竪在做工客，那沒倦。	12-6-7	語苑二十四
12657	NULL	囝仔都能曉講喇，無講是大人。	12-6-9	語苑二十四
12658	NULL	無講國語都沒曉得。就是台灣話講亦沒得清楚。	12-6-10	語苑二十四
12659	NULL	大人都在想沒出。何況囝仔人豈何想能出。	12-7-1	語苑二十四
12660	NULL	準別人的事情來講亦替伊煩惱，況兼這是阮的事情。	12-7-3	語苑二十四
12661	NULL	大人都在艱苦。更是囝仔人彼亦能堪得。	12-7-5	語苑二十四
12662	NULL	□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□。	12-7-7	語苑二十四
12663	NULL	其二 保安	12-9	語苑二十四
12664	NULL	我聽見講您彼日仔自內地人偷買磅子去東港溪頭磅魚磅真多有影無。	12-9-1	語苑二十四
12665	NULL	我有探聽講，您創魚藤去舊溪圳尾毒魚，敢有影嗬。	12-9-3	語苑二十四
12666	NULL	在此倉庫內不可食煙成危險嗎......唉不可住彼焚火，失事就費氣嗬。	12-10-2	語苑二十四
12667	NULL	此壜是臭油也是揮發油也不是不可置倚有火氣的所在，揮發油真快引火，着細膩即好。	12-10-4	語苑二十四
12668	NULL	我聽見您招人創搖會一口十五元，已經搖去二三次，這慫按怎無去秉報。	12-10-7	語苑二十四
12669	NULL	我真仰望您相警戒，不可在您保甲內，發出種種的事故即好。	12-10-9	語苑二十四
12670	NULL	其三 賭博	12-11	語苑二十四
12671	NULL	講你將您樓頂借俾{伊+心}去賭博有影無。	12-11-1	語苑二十四
12672	NULL	你與某人二個公家做東官是不。	12-12-1	語苑二十四
12673	NULL	您二人一個在頭前，一個在後尾在看水敢無錯嗬。	12-12-2	語苑二十四
12674	NULL	你在某人兜借一個所在開博場招{伊+心}彼的人去賭是不。	12-12-4	語苑二十四
12675	NULL	賭場一個，賭腳攏總幾個人。	12-12-6	語苑二十四
12676	NULL	你本身無睹與伊分而已是不。	12-12-7	語苑二十四
12677	NULL	輸贏一元你抽若多。	12-12-8	語苑二十四
12678	NULL	你慣練在賭博是不。	12-12-9	語苑二十四
12679	NULL	講你睹歹博騙人的錢着不。	12-12-10	語苑二十四
12680	NULL	一次輸贏若多。	12-12-11	語苑二十四
12681	NULL	一個人壓若多。	12-13-1	語苑二十四
12682	NULL	賭博的家司何人的。	12-13-2	語苑二十四
12683	NULL	其四 協議	12-14	語苑二十四
12684	NULL	今仔日勞煩諸君來此，因為某麼事情欲與您商量，	12-14-1	語苑二十四
12685	NULL	我先說明彼個理由俾您聽，諸君若有異議或是質問做你講。	12-14-1	語苑二十四
12686	NULL	請您不可彼呢譁譁滾，若有意見隨人仔起來講，不可人在講的中間譁譁插嘴。	12-15-3	語苑二十四
12687	NULL	創此項事情大家攏賛成喇。今彼個辦法要按怎樣辨即好，這委任執行委員去設法按怎。	12-15-6	語苑二十四
12688	NULL	諸君真無閑的時撥工來真多謝自此要閑會。	12-15-9	語苑二十四
12689	NULL	其五 水上	12-17	語苑二十四
12690	NULL	我有一隻機器船頂帮出港去討海按算此月初五應該欲返來。已經過三禮拜到今尚未返來不知怎樣咧。	12-17-1	語苑二十四
12691	NULL	彼不知是船犯風也是機器歹去流對呂宋去，彼處的做官人，	12-17-4	語苑二十四
